location,measure,sample date,value
Achara,Chemical Oxygen Demand (Cr),26-Nov-11,13
Achara,Chemical Oxygen Demand (Cr),10-Dec-11,0
Achara,Chemical Oxygen Demand (Cr),15-Dec-11,0
Achara,Chemical Oxygen Demand (Cr),20-Jan-12,0
Achara,Chemical Oxygen Demand (Cr),21-Jan-12,0
Achara,Chemical Oxygen Demand (Cr),10-Feb-12,0
Achara,Chemical Oxygen Demand (Cr),17-Feb-12,0
Achara,Chemical Oxygen Demand (Cr),15-Mar-12,10
Achara,Chemical Oxygen Demand (Cr),17-Mar-12,0
Achara,Chemical Oxygen Demand (Cr),21-Apr-12,10
Achara,Chemical Oxygen Demand (Cr),29-Apr-12,0
Achara,Chemical Oxygen Demand (Cr),19-May-12,0
Achara,Chemical Oxygen Demand (Cr),27-May-12,0
Achara,Chemical Oxygen Demand (Cr),16-Jun-12,11
Achara,Chemical Oxygen Demand (Cr),28-Jun-12,12
Achara,Chemical Oxygen Demand (Cr),08-Jul-12,10
Achara,Chemical Oxygen Demand (Cr),21-Jul-12,0
Achara,Chemical Oxygen Demand (Cr),16-Aug-12,11
Achara,Chemical Oxygen Demand (Cr),26-Aug-12,10
Achara,Chemical Oxygen Demand (Cr),21-Sep-12,0
Achara,Chemical Oxygen Demand (Cr),27-Sep-12,0
Achara,Chemical Oxygen Demand (Cr),18-Oct-12,0
Achara,Chemical Oxygen Demand (Cr),21-Oct-12,12
Achara,Chemical Oxygen Demand (Cr),16-Nov-12,0
Achara,Chemical Oxygen Demand (Cr),22-Nov-12,10
Achara,Chemical Oxygen Demand (Cr),07-Dec-12,0
Achara,Chemical Oxygen Demand (Cr),10-Dec-12,23
Achara,Chemical Oxygen Demand (Cr),17-Jan-13,12
Achara,Chemical Oxygen Demand (Cr),15-Feb-13,0
Achara,Chemical Oxygen Demand (Cr),14-Mar-13,0
Achara,Chemical Oxygen Demand (Cr),12-Apr-13,0
Achara,Chemical Oxygen Demand (Cr),16-May-13,14
Achara,Chemical Oxygen Demand (Cr),14-Jun-13,0
Achara,Chemical Oxygen Demand (Cr),18-Jul-13,0
Achara,Chemical Oxygen Demand (Cr),16-Aug-13,0
Achara,Chemical Oxygen Demand (Cr),21-Sep-13,0
Achara,Chemical Oxygen Demand (Cr),18-Oct-13,0
Achara,Chemical Oxygen Demand (Cr),15-Nov-13,0
Achara,Chemical Oxygen Demand (Cr),13-Dec-13,0
Achara,Chemical Oxygen Demand (Cr),16-Jan-14,5
Achara,Chemical Oxygen Demand (Cr),15-Feb-14,5
Achara,Chemical Oxygen Demand (Cr),19-Mar-14,5
Achara,Chemical Oxygen Demand (Cr),18-Apr-14,5
Achara,Chemical Oxygen Demand (Cr),16-May-14,5
Achara,Chemical Oxygen Demand (Cr),20-Jun-14,15
Achara,Chemical Oxygen Demand (Cr),18-Jul-14,5
Achara,Chemical Oxygen Demand (Cr),16-Aug-14,15
Achara,Chemical Oxygen Demand (Cr),19-Sep-14,5
Achara,Chemical Oxygen Demand (Cr),17-Oct-14,11
Achara,Chemical Oxygen Demand (Cr),21-Nov-14,13
Achara,Chemical Oxygen Demand (Cr),12-Dec-14,16
Achara,Chemical Oxygen Demand (Cr),17-Jan-15,5
Achara,Chemical Oxygen Demand (Cr),21-Feb-15,5
Achara,Chemical Oxygen Demand (Cr),13-Mar-15,18
Achara,Chemical Oxygen Demand (Cr),18-Apr-15,16
Achara,Chemical Oxygen Demand (Cr),15-May-15,17
Achara,Chemical Oxygen Demand (Cr),20-Jun-15,18
Achara,Chemical Oxygen Demand (Cr),16-Jul-15,17
Achara,Chemical Oxygen Demand (Cr),22-Aug-15,12
Achara,Chemical Oxygen Demand (Cr),18-Sep-15,16
Achara,Chemical Oxygen Demand (Cr),16-Oct-15,5
Achara,Chemical Oxygen Demand (Cr),20-Nov-15,5
Achara,Chemical Oxygen Demand (Cr),09-Dec-15,5
Achara,Chemical Oxygen Demand (Cr),15-Jan-16,5
Achara,Chemical Oxygen Demand (Cr),12-Feb-16,5
Achara,Chemical Oxygen Demand (Cr),12-Mar-16,5
Achara,Chemical Oxygen Demand (Cr),16-Apr-16,5
Achara,Chemical Oxygen Demand (Cr),13-May-16,12
Achara,Chemical Oxygen Demand (Cr),11-Jun-16,5
Achara,Chemical Oxygen Demand (Cr),16-Jul-16,19
Achara,Chemical Oxygen Demand (Cr),20-Aug-16,12
Achara,Chemical Oxygen Demand (Cr),16-Sep-16,21
Achara,Chemical Oxygen Demand (Cr),22-Oct-16,11
Achara,Chemical Oxygen Demand (Cr),19-Nov-16,12
Achara,Chemical Oxygen Demand (Cr),10-Dec-16,13
Achara,Chemical Oxygen Demand (Mn),15-Jan-09,3
Achara,Chemical Oxygen Demand (Mn),13-Feb-09,3.4
Achara,Chemical Oxygen Demand (Mn),19-Mar-09,5
Achara,Chemical Oxygen Demand (Mn),17-Apr-09,0
Achara,Chemical Oxygen Demand (Mn),17-May-09,0
Achara,Chemical Oxygen Demand (Mn),12-Jun-09,3.7
Achara,Chemical Oxygen Demand (Mn),11-Jul-09,0
Achara,Chemical Oxygen Demand (Mn),13-Aug-09,4
Achara,Chemical Oxygen Demand (Mn),10-Sep-09,0
Achara,Chemical Oxygen Demand (Mn),11-Oct-09,0
Achara,Chemical Oxygen Demand (Mn),19-Nov-09,0
Achara,Chemical Oxygen Demand (Mn),10-Dec-09,4.3
Achara,Chemical Oxygen Demand (Mn),16-Jan-10,4.5
Achara,Chemical Oxygen Demand (Mn),20-Feb-10,2.1
Achara,Chemical Oxygen Demand (Mn),19-Mar-10,2.6
Achara,Chemical Oxygen Demand (Mn),16-Apr-10,2.6
Achara,Chemical Oxygen Demand (Mn),20-May-10,5.2
Achara,Chemical Oxygen Demand (Mn),17-Jun-10,3.8
Achara,Chemical Oxygen Demand (Mn),16-Jul-10,4
Achara,Chemical Oxygen Demand (Mn),12-Aug-10,6
Achara,Chemical Oxygen Demand (Mn),17-Sep-10,2.2
Achara,Chemical Oxygen Demand (Mn),22-Oct-10,5
Achara,Chemical Oxygen Demand (Mn),19-Nov-10,2.5
Achara,Chemical Oxygen Demand (Mn),11-Dec-10,3.1
Achara,Chemical Oxygen Demand (Mn),21-Jan-11,2
Achara,Chemical Oxygen Demand (Mn),22-Jan-11,2.2
Achara,Chemical Oxygen Demand (Mn),11-Feb-11,2.6
Achara,Chemical Oxygen Demand (Mn),18-Feb-11,2.2
Achara,Chemical Oxygen Demand (Mn),18-Mar-11,2.9
Achara,Chemical Oxygen Demand (Mn),31-Mar-11,1.8
Achara,Chemical Oxygen Demand (Mn),16-Apr-11,3
Achara,Chemical Oxygen Demand (Mn),22-Apr-11,2.4
Achara,Chemical Oxygen Demand (Mn),13-May-11,2.6
Achara,Chemical Oxygen Demand (Mn),27-May-11,2.1
Achara,Chemical Oxygen Demand (Mn),11-Jun-11,2.9
Achara,Chemical Oxygen Demand (Mn),17-Jun-11,2.8
Achara,Chemical Oxygen Demand (Mn),09-Jul-11,3.2
Achara,Chemical Oxygen Demand (Mn),14-Jul-11,2.6
Achara,Chemical Oxygen Demand (Mn),04-Aug-11,3.2
Achara,Chemical Oxygen Demand (Mn),11-Aug-11,1.7
Achara,Chemical Oxygen Demand (Mn),14-Sep-11,1.9
Achara,Chemical Oxygen Demand (Mn),28-Sep-11,2.1
Achara,Chemical Oxygen Demand (Mn),08-Oct-11,2.9
Achara,Chemical Oxygen Demand (Mn),13-Oct-11,3.4
Achara,Chemical Oxygen Demand (Mn),11-Nov-11,2.2
Achara,Chemical Oxygen Demand (Mn),26-Nov-11,4.3
Achara,Chemical Oxygen Demand (Mn),10-Dec-11,2.1
Achara,Chemical Oxygen Demand (Mn),15-Dec-11,1.4
Achara,Chemical Oxygen Demand (Mn),20-Jan-12,2.1
Achara,Chemical Oxygen Demand (Mn),21-Jan-12,2
Achara,Chemical Oxygen Demand (Mn),10-Feb-12,2.6
Achara,Chemical Oxygen Demand (Mn),17-Mar-12,2.8
Achara,Chemical Oxygen Demand (Mn),21-Apr-12,3.7
Achara,Chemical Oxygen Demand (Mn),29-Apr-12,2.4
Achara,Chemical Oxygen Demand (Mn),19-May-12,2.4
Achara,Chemical Oxygen Demand (Mn),27-May-12,3.1
Achara,Chemical Oxygen Demand (Mn),16-Jun-12,3.4
Achara,Chemical Oxygen Demand (Mn),28-Jun-12,4.9
Achara,Chemical Oxygen Demand (Mn),08-Jul-12,4
Achara,Chemical Oxygen Demand (Mn),21-Jul-12,3.2
Achara,Chemical Oxygen Demand (Mn),16-Aug-12,2.4
Achara,Chemical Oxygen Demand (Mn),26-Aug-12,3.5
Achara,Chemical Oxygen Demand (Mn),21-Sep-12,3.8
Achara,Chemical Oxygen Demand (Mn),27-Sep-12,3
Achara,Chemical Oxygen Demand (Mn),18-Oct-12,2
Achara,Chemical Oxygen Demand (Mn),21-Oct-12,4.4
Achara,Chemical Oxygen Demand (Mn),16-Nov-12,3.4
Achara,Chemical Oxygen Demand (Mn),22-Nov-12,3.1
Achara,Chemical Oxygen Demand (Mn),07-Dec-12,2.1
Achara,Chemical Oxygen Demand (Mn),10-Dec-12,7.4
Achara,Chemical Oxygen Demand (Mn),17-Jan-13,3.4
Achara,Chemical Oxygen Demand (Mn),15-Feb-13,3
Achara,Chemical Oxygen Demand (Mn),14-Mar-13,3.2
Achara,Chemical Oxygen Demand (Mn),12-Apr-13,2.5
Achara,Chemical Oxygen Demand (Mn),16-May-13,3.2
Achara,Chemical Oxygen Demand (Mn),14-Jun-13,1.8
Achara,Chemical Oxygen Demand (Mn),18-Jul-13,3.8
Achara,Chemical Oxygen Demand (Mn),16-Aug-13,2
Achara,Chemical Oxygen Demand (Mn),21-Sep-13,2.7
Achara,Chemical Oxygen Demand (Mn),18-Oct-13,2.7
Achara,Chemical Oxygen Demand (Mn),15-Nov-13,3.8
Achara,Chemical Oxygen Demand (Mn),13-Dec-13,2
Achara,Chemical Oxygen Demand (Mn),16-Jan-14,3.1
Achara,Chemical Oxygen Demand (Mn),18-Apr-14,2.2
Achara,Chemical Oxygen Demand (Mn),16-May-14,2.8
Achara,Chemical Oxygen Demand (Mn),20-Jun-14,3.5
Achara,Chemical Oxygen Demand (Mn),17-Oct-14,2
Achara,Chemical Oxygen Demand (Mn),21-Nov-14,1.3
Achara,Chemical Oxygen Demand (Mn),12-Dec-14,2.7
Achara,Chemical Oxygen Demand (Mn),18-Apr-15,2.1
Achara,Chemical Oxygen Demand (Mn),15-May-15,2.5
Achara,Chemical Oxygen Demand (Mn),20-Jun-15,2.8
Achara,Chemical Oxygen Demand (Mn),16-Jul-15,2.7
Achara,Chemical Oxygen Demand (Mn),16-Oct-15,2.7
Achara,Chemical Oxygen Demand (Mn),20-Nov-15,2.5
Achara,Chemical Oxygen Demand (Mn),12-Mar-16,2.26
Achara,Chemical Oxygen Demand (Mn),13-May-16,3.6
Achara,Chemical Oxygen Demand (Mn),11-Jun-16,3.8
Achara,Chemical Oxygen Demand (Mn),16-Jul-16,3.1
Achara,Chemical Oxygen Demand (Mn),20-Aug-16,2.2
Achara,Chemical Oxygen Demand (Mn),16-Sep-16,2.5
Achara,Chemical Oxygen Demand (Mn),22-Oct-16,2.3
Achara,Chemical Oxygen Demand (Mn),19-Nov-16,1
Achara,Chemical Oxygen Demand (Mn),10-Dec-16,2.4
Achara,Chlorides,15-Jan-09,11.9
Achara,Chlorides,13-Feb-09,5.8
Achara,Chlorides,19-Mar-09,6.9
Achara,Chlorides,17-Apr-09,8.7
Achara,Chlorides,16-Jan-10,8.1
Achara,Chlorides,20-Feb-10,6
Achara,Chlorides,19-Mar-10,6.7
Achara,Chlorides,16-Apr-10,10.3
Achara,Chlorides,20-May-10,7.8
Achara,Chlorides,17-Jun-10,5.4
Achara,Chlorides,16-Jul-10,9.5
Achara,Chlorides,12-Aug-10,10.3
Achara,Chlorides,17-Sep-10,11.9
Achara,Chlorides,22-Oct-10,15.2
Achara,Chlorides,19-Nov-10,12.1
Achara,Chlorides,11-Dec-10,9.2
Achara,Chlorides,21-Jan-11,8.1
Achara,Chlorides,18-Feb-11,17
Achara,Chlorides,18-Mar-11,8.7
Achara,Chlorides,16-Apr-11,12.5
Achara,Chlorides,22-Apr-11,9.3
Achara,Chlorides,17-Jun-11,14.9
Achara,Chlorides,14-Jul-11,7.3
Achara,Chlorides,11-Aug-11,10.4
Achara,Chlorides,14-Sep-11,8.6
Achara,Chlorides,13-Oct-11,8.6
Achara,Chlorides,11-Nov-11,9.9
Achara,Chlorides,10-Dec-11,11.6
Achara,Chlorides,20-Jan-12,8.5
Achara,Chlorides,17-Feb-12,11.1
Achara,Chlorides,17-Mar-12,12.9
Achara,Chlorides,21-Apr-12,7.9
Achara,Chlorides,19-May-12,8
Achara,Chlorides,16-Jun-12,9.4
Achara,Chlorides,21-Jul-12,8.1
Achara,Chlorides,16-Aug-12,7.2
Achara,Chlorides,21-Sep-12,5.4
Achara,Chlorides,21-Oct-12,13.8
Achara,Chlorides,16-Nov-12,13.5
Achara,Chlorides,10-Dec-12,7.2
Achara,Chlorides,17-Jan-13,11.6
Achara,Chlorides,15-Feb-13,9.6
Achara,Chlorides,14-Mar-13,12.9
Achara,Chlorides,12-Apr-13,10.1
Achara,Chlorides,16-May-13,9
Achara,Chlorides,14-Jun-13,11.2
Achara,Chlorides,18-Jul-13,11.7
Achara,Chlorides,16-Aug-13,6.1
Achara,Chlorides,21-Sep-13,9.9
Achara,Chlorides,18-Oct-13,15.6
Achara,Chlorides,15-Nov-13,14.5
Achara,Chlorides,13-Dec-13,15.6
Achara,Chlorides,16-Jan-14,15.2
Achara,Chlorides,15-Feb-14,13.4
Achara,Chlorides,19-Mar-14,11.9
Achara,Chlorides,18-Apr-14,11.4
Achara,Chlorides,16-May-14,6.7
Achara,Chlorides,20-Jun-14,5.8
Achara,Chlorides,18-Jul-14,12.8
Achara,Chlorides,16-Aug-14,13.4
Achara,Chlorides,19-Sep-14,17.2
Achara,Chlorides,17-Oct-14,15.2
Achara,Chlorides,21-Nov-14,15.9
Achara,Chlorides,12-Dec-14,22.1
Achara,Chlorides,17-Jan-15,19.1
Achara,Chlorides,21-Feb-15,10.6
Achara,Chlorides,13-Mar-15,8.3
Achara,Chlorides,18-Apr-15,8.6
Achara,Chlorides,15-May-15,12.4
Achara,Chlorides,20-Jun-15,8.2
Achara,Chlorides,16-Jul-15,7.2
Achara,Chlorides,22-Aug-15,12.7
Achara,Chlorides,18-Sep-15,11.4
Achara,Chlorides,16-Oct-15,15.5
Achara,Chlorides,20-Nov-15,9.5
Achara,Chlorides,09-Dec-15,12.8
Achara,Chlorides,15-Jan-16,11.8
Achara,Chlorides,12-Feb-16,10.6
Achara,Chlorides,12-Mar-16,11.8
Achara,Chlorides,16-Apr-16,9.3
Achara,Chlorides,13-May-16,9.2
Achara,Chlorides,11-Jun-16,11.6
Achara,Chlorides,16-Jul-16,9.1
Achara,Chlorides,20-Aug-16,6.3
Achara,Chlorides,16-Sep-16,9.9
Achara,Chlorides,22-Oct-16,7.3
Achara,Chlorides,19-Nov-16,11
Achara,Chlorides,10-Dec-16,7.5
Achara,Chromium,15-Jan-09,0.5
Achara,Chromium,13-Feb-09,0.6
Achara,Chromium,19-Mar-09,0
Achara,Chromium,17-Apr-09,0.7
Achara,Chromium,12-Jun-09,0
Achara,Chromium,11-Jul-09,0.6
Achara,Chromium,11-Oct-09,0.6
Achara,Chromium,19-Nov-09,3.8
Achara,Chromium,16-Jan-10,0.5
Achara,Chromium,20-Feb-10,0.3
Achara,Chromium,19-Mar-10,0.8
Achara,Chromium,16-Apr-10,0.4
Achara,Chromium,20-May-10,2.3
Achara,Chromium,17-Jun-10,0.6
Achara,Chromium,16-Jul-10,0.3
Achara,Chromium,12-Aug-10,0.6
Achara,Chromium,17-Sep-10,0.3
Achara,Chromium,22-Oct-10,0.8
Achara,Chromium,18-Mar-11,0
Achara,Chromium,31-Mar-11,0
Achara,Chromium,16-Apr-11,0
Achara,Chromium,13-May-11,0
Achara,Chromium,27-May-11,0
Achara,Chromium,11-Jun-11,0
Achara,Chromium,17-Jun-11,0
Achara,Chromium,14-Jul-11,0
Achara,Chromium,11-Aug-11,1.1
Achara,Chromium,14-Sep-11,0
Achara,Chromium,28-Sep-11,0
Achara,Chromium,08-Oct-11,0
Achara,Chromium,13-Oct-11,0
Achara,Chromium,11-Nov-11,0
Achara,Chromium,10-Dec-11,0
Achara,Chromium,20-Jan-12,1.5
Achara,Chromium,17-Feb-12,0
Achara,Chromium,17-Mar-12,0
Achara,Chromium,21-Apr-12,0
Achara,Chromium,19-May-12,0
Achara,Chromium,16-Jun-12,1.9
Achara,Chromium,21-Jul-12,0
Achara,Chromium,16-Aug-12,0
Achara,Chromium,21-Sep-12,0
Achara,Chromium,21-Oct-12,0
Achara,Chromium,16-Nov-12,0
Achara,Chromium,10-Dec-12,0
Achara,Chromium,17-Jan-13,0
Achara,Chromium,15-Feb-13,0
Achara,Chromium,14-Mar-13,0
Achara,Chromium,12-Apr-13,0
Achara,Chromium,16-May-13,0
Achara,Chromium,14-Jun-13,0
Achara,Chromium,18-Jul-13,0
Achara,Chromium,16-Aug-13,0
Achara,Chromium,21-Sep-13,0
Achara,Chromium,18-Oct-13,0
Achara,Chromium,15-Nov-13,0
Achara,Chromium,13-Dec-13,0
Achara,Copper,15-Jan-09,2.4
Achara,Copper,13-Feb-09,8.4
Achara,Copper,19-Mar-09,14.9
Achara,Copper,17-Apr-09,5.3
Achara,Copper,12-Jun-09,2.9
Achara,Copper,11-Jul-09,9.9
Achara,Copper,11-Oct-09,2.8
Achara,Copper,19-Nov-09,6.1
Achara,Copper,16-Jan-10,2.7
Achara,Copper,20-Feb-10,2.9
Achara,Copper,19-Mar-10,4.5
Achara,Copper,16-Apr-10,4.2
Achara,Copper,20-May-10,56
Achara,Copper,17-Jun-10,5.4
Achara,Copper,16-Jul-10,3.7
Achara,Copper,12-Aug-10,3.5
Achara,Copper,17-Sep-10,4.1
Achara,Copper,22-Oct-10,12.4
Achara,Copper,19-Nov-10,3.1
Achara,Copper,11-Dec-10,4.2
Achara,Copper,21-Jan-11,2.6
Achara,Copper,11-Feb-11,1.2
Achara,Copper,18-Feb-11,1.2
Achara,Copper,18-Mar-11,2.7
Achara,Copper,31-Mar-11,1.2
Achara,Copper,16-Apr-11,7.3
Achara,Copper,13-May-11,4.9
Achara,Copper,27-May-11,2.8
Achara,Copper,11-Jun-11,1.9
Achara,Copper,17-Jun-11,3.8
Achara,Copper,14-Jul-11,3.8
Achara,Copper,11-Aug-11,2
Achara,Copper,14-Sep-11,3.9
Achara,Copper,28-Sep-11,9.2
Achara,Copper,08-Oct-11,4.3
Achara,Copper,13-Oct-11,2.2
Achara,Copper,11-Nov-11,1.7
Achara,Copper,10-Dec-11,2.4
Achara,Copper,20-Jan-12,5
Achara,Copper,17-Feb-12,2.9
Achara,Copper,17-Mar-12,1.8
Achara,Copper,21-Apr-12,2.6
Achara,Copper,19-May-12,3.2
Achara,Copper,16-Jun-12,6.7
Achara,Copper,21-Jul-12,2.7
Achara,Copper,16-Aug-12,1.4
Achara,Copper,21-Sep-12,1.5
Achara,Copper,21-Oct-12,3.1
Achara,Copper,16-Nov-12,1.6
Achara,Copper,10-Dec-12,3.1
Achara,Copper,17-Jan-13,8.8
Achara,Copper,15-Feb-13,1.6
Achara,Copper,14-Mar-13,1.1
Achara,Copper,12-Apr-13,1.9
Achara,Copper,16-May-13,1.6
Achara,Copper,14-Jun-13,1.4
Achara,Copper,18-Jul-13,0
Achara,Copper,16-Aug-13,1
Achara,Copper,21-Sep-13,1.9
Achara,Copper,18-Oct-13,12.6
Achara,Copper,15-Nov-13,1.5
Achara,Copper,13-Dec-13,1.4
Achara,Cyanides,15-Jan-09,0.0025
Achara,Cyanides,13-Feb-09,0.0025
Achara,Cyanides,19-Mar-09,0.0025
Achara,Cyanides,17-Apr-09,0.0025
Achara,Cyanides,17-May-09,0.0025
Achara,Cyanides,12-Jun-09,0.0025
Achara,Cyanides,11-Jul-09,0.0025
Achara,Cyanides,18-Jul-09,0.0025
Achara,Cyanides,13-Aug-09,0.0025
Achara,Cyanides,10-Sep-09,0.0025
Achara,Cyanides,19-Nov-09,0.0025
Achara,Cyanides,10-Dec-09,0.0025
Achara,Dissolved oxygen,15-Jan-09,10.9
Achara,Dissolved oxygen,13-Feb-09,11.7
Achara,Dissolved oxygen,19-Mar-09,11.9
Achara,Dissolved oxygen,17-Apr-09,11.3
Achara,Dissolved oxygen,17-May-09,6.5
Achara,Dissolved oxygen,12-Jun-09,9
Achara,Dissolved oxygen,11-Jul-09,7.1
Achara,Dissolved oxygen,13-Aug-09,6.4
Achara,Dissolved oxygen,10-Sep-09,8.7
Achara,Dissolved oxygen,11-Oct-09,9.2
Achara,Dissolved oxygen,19-Nov-09,11.5
Achara,Dissolved oxygen,10-Dec-09,11.8
Achara,Dissolved oxygen,16-Jan-10,12.5
Achara,Dissolved oxygen,20-Feb-10,14.3
Achara,Dissolved oxygen,19-Mar-10,12
Achara,Dissolved oxygen,16-Apr-10,10.2
Achara,Dissolved oxygen,20-May-10,7.5
Achara,Dissolved oxygen,17-Jun-10,8
Achara,Dissolved oxygen,16-Jul-10,7.5
Achara,Dissolved oxygen,12-Aug-10,8.1
Achara,Dissolved oxygen,17-Sep-10,9.8
Achara,Dissolved oxygen,22-Oct-10,10.3
Achara,Dissolved oxygen,19-Nov-10,11.1
Achara,Dissolved oxygen,11-Dec-10,11.4
Achara,Dissolved oxygen,21-Jan-11,11.7
Achara,Dissolved oxygen,22-Jan-11,11.4
Achara,Dissolved oxygen,11-Feb-11,13
Achara,Dissolved oxygen,18-Feb-11,14.4
Achara,Dissolved oxygen,18-Mar-11,12.3
Achara,Dissolved oxygen,31-Mar-11,12.58
Achara,Dissolved oxygen,16-Apr-11,9.2
Achara,Dissolved oxygen,22-Apr-11,9.4
Achara,Dissolved oxygen,13-May-11,7.4
Achara,Dissolved oxygen,27-May-11,8.6
Achara,Dissolved oxygen,11-Jun-11,7.1
Achara,Dissolved oxygen,17-Jun-11,10.3
Achara,Dissolved oxygen,09-Jul-11,7.9
Achara,Dissolved oxygen,14-Jul-11,9.8
Achara,Dissolved oxygen,04-Aug-11,6.6
Achara,Dissolved oxygen,11-Aug-11,9.4
Achara,Dissolved oxygen,14-Sep-11,8.5
Achara,Dissolved oxygen,28-Sep-11,7.6
Achara,Dissolved oxygen,08-Oct-11,8.1
Achara,Dissolved oxygen,13-Oct-11,9.1
Achara,Dissolved oxygen,11-Nov-11,9.8
Achara,Dissolved oxygen,26-Nov-11,11.5
Achara,Dissolved oxygen,10-Dec-11,11.7
Achara,Dissolved oxygen,15-Dec-11,11.8
Achara,Dissolved oxygen,20-Jan-12,11.8
Achara,Dissolved oxygen,21-Jan-12,11.6
Achara,Dissolved oxygen,10-Feb-12,13.1
Achara,Dissolved oxygen,17-Feb-12,13.8
Achara,Dissolved oxygen,15-Mar-12,12.5
Achara,Dissolved oxygen,17-Mar-12,12.9
Achara,Dissolved oxygen,21-Apr-12,10.2
Achara,Dissolved oxygen,29-Apr-12,9.3
Achara,Dissolved oxygen,19-May-12,9.4
Achara,Dissolved oxygen,27-May-12,9.11
Achara,Dissolved oxygen,16-Jun-12,7.2
Achara,Dissolved oxygen,28-Jun-12,8.2
Achara,Dissolved oxygen,08-Jul-12,8.9
Achara,Dissolved oxygen,21-Jul-12,7.7
Achara,Dissolved oxygen,16-Aug-12,8.2
Achara,Dissolved oxygen,26-Aug-12,8.4
Achara,Dissolved oxygen,21-Sep-12,9.7
Achara,Dissolved oxygen,27-Sep-12,8.9
Achara,Dissolved oxygen,18-Oct-12,10.1
Achara,Dissolved oxygen,21-Oct-12,9.5
Achara,Dissolved oxygen,16-Nov-12,9.7
Achara,Dissolved oxygen,22-Nov-12,11
Achara,Dissolved oxygen,07-Dec-12,11.5
Achara,Dissolved oxygen,10-Dec-12,12.4
Achara,Dissolved oxygen,17-Jan-13,12
Achara,Dissolved oxygen,15-Feb-13,13.3
Achara,Dissolved oxygen,14-Mar-13,13.4
Achara,Dissolved oxygen,12-Apr-13,11.7
Achara,Dissolved oxygen,16-May-13,8.2
Achara,Dissolved oxygen,14-Jun-13,8.4
Achara,Dissolved oxygen,18-Jul-13,7.2
Achara,Dissolved oxygen,16-Aug-13,8
Achara,Dissolved oxygen,21-Sep-13,7.4
Achara,Dissolved oxygen,18-Oct-13,9.8
Achara,Dissolved oxygen,15-Nov-13,11
Achara,Dissolved oxygen,13-Dec-13,9.9
Achara,Dissolved oxygen,16-Jan-14,12
Achara,Dissolved oxygen,15-Feb-14,15.1
Achara,Dissolved oxygen,19-Mar-14,10.9
Achara,Dissolved oxygen,18-Apr-14,9
Achara,Dissolved oxygen,16-May-14,8.7
Achara,Dissolved oxygen,20-Jun-14,8.3
Achara,Dissolved oxygen,18-Jul-14,8.7
Achara,Dissolved oxygen,16-Aug-14,9.6
Achara,Dissolved oxygen,19-Sep-14,8.3
Achara,Dissolved oxygen,17-Oct-14,10.3
Achara,Dissolved oxygen,21-Nov-14,10.7
Achara,Dissolved oxygen,12-Dec-14,11.8
Achara,Dissolved oxygen,17-Jan-15,12.5
Achara,Dissolved oxygen,21-Feb-15,13.3
Achara,Dissolved oxygen,13-Mar-15,11.1
Achara,Dissolved oxygen,18-Apr-15,10.7
Achara,Dissolved oxygen,15-May-15,8.3
Achara,Dissolved oxygen,20-Jun-15,7.6
Achara,Dissolved oxygen,16-Jul-15,7.4
Achara,Dissolved oxygen,22-Aug-15,7.6
Achara,Dissolved oxygen,18-Sep-15,7.3
Achara,Dissolved oxygen,16-Oct-15,8.2
Achara,Dissolved oxygen,20-Nov-15,10
Achara,Dissolved oxygen,09-Dec-15,12.1
Achara,Dissolved oxygen,15-Jan-16,12.6
Achara,Dissolved oxygen,12-Feb-16,10.9
Achara,Dissolved oxygen,12-Mar-16,11.3
Achara,Dissolved oxygen,16-Apr-16,9.9
Achara,Dissolved oxygen,13-May-16,8.7
Achara,Dissolved oxygen,11-Jun-16,10.2
Achara,Dissolved oxygen,16-Jul-16,8.2
Achara,Dissolved oxygen,20-Aug-16,7.9
Achara,Dissolved oxygen,16-Sep-16,8
Achara,Dissolved oxygen,22-Oct-16,8.8
Achara,Dissolved oxygen,19-Nov-16,10.4
Achara,Dissolved oxygen,10-Dec-16,11.5
Achara,Dissolved silicates,13-Feb-09,8.69
Achara,Dissolved silicates,19-Mar-09,7.86
Achara,Dissolved silicates,17-Apr-09,5.35
Achara,Dissolved silicates,18-Jul-09,8.85
Achara,Dissolved silicates,13-Aug-09,6.51
Achara,Dissolved silicates,10-Sep-09,5.23
Achara,Dissolved silicates,11-Oct-09,6.98
Achara,Dissolved silicates,19-Nov-09,8.68
Achara,Dissolved silicates,16-Jan-10,7.464
Achara,Dissolved silicates,11-Feb-10,8.327
Achara,Dissolved silicates,20-Feb-10,8.533
Achara,Dissolved silicates,21-Feb-10,8.073
Achara,Dissolved silicates,13-Mar-10,16.833
Achara,Dissolved silicates,19-Mar-10,9.2
Achara,Dissolved silicates,31-Mar-10,7.113
Achara,Dissolved silicates,07-Apr-10,7.659
Achara,Dissolved silicates,10-Apr-10,5.574
Achara,Dissolved silicates,16-Apr-10,8.111
Achara,Dissolved silicates,15-May-10,6.084
Achara,Dissolved silicates,20-May-10,6.57
Achara,Dissolved silicates,17-Jun-10,11.516
Achara,Dissolved silicates,16-Jul-10,9.759
Achara,Dissolved silicates,07-Aug-10,11.9
Achara,Dissolved silicates,08-Aug-10,15.652
Achara,Dissolved silicates,12-Aug-10,8.006
Achara,Dissolved silicates,09-Sep-10,8.623
Achara,Dissolved silicates,17-Sep-10,7.798
Achara,Dissolved silicates,13-Oct-10,9.271
